Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,row_index,anomaly,score,Source Port_diff,Destination Port_diff,NAT Source Port_diff,NAT Destination Port_diff,Bytes_diff,Bytes Sent_diff,Bytes Received_diff,Packets_diff,Elapsed Time (sec)_diff,pkts_sent_diff,pkts_received_diff,anomaly_type,anomaly_label
61396,443,45721,443,550484,8433,542051,541,246,99,442,101,1,0.19006599659049644,12004.03065677837,10134.385811511933,26438.02723860099,2228.049929805286,453360.04991454555,13952.796908380638,467312.8468229262,438.13396508575966,180.16642251113961,57.60046999938961,380.53349508637,0,High Byte Transfer
61273,443,55960,443,19675,8597,11078,137,480,68,69,102,1,0.09158701711446865,11881.03065677837,10134.385811511933,36677.02723860099,2228.049929805286,77448.95008545443,13788.796908380638,63660.15317707379,34.13396508575963,414.1664225111396,26.60046999938961,7.533495086370017,0,High Byte Transfer
40737,443,35009,443,44004,3909,40095,80,135,38,42,114,1,0.02305545495674316,8654.96934322163,10134.385811511933,15726.02723860099,2228.049929805286,53119.95008545443,18476.79690838064,34643.15317707379,22.866034914240373,69.1664225111396,3.3995300006103903,19.466504913629983,0,High Byte Transfer
36036,443,36036,443,261234,32183,229051,326,212,153,173,116,1,0.16258806058452407,13355.96934322163,10134.385811511933,16753.02723860099,2228.049929805286,164110.04991454555,9797.203091619362,154312.8468229262,223.13396508575963,146.16642251113961,111.60046999938962,111.53349508637001,0,High Byte Transfer
57470,20220,32069,20220,870,330,540,12,2308,6,6,121,1,0.06448852214444983,8078.03065677837,9642.614188488067,12786.02723860099,17548.950070194714,96253.95008545443,22055.79690838064,74198.1531770738,90.86603491424037,2242.1664225111394,35.39953000061039,55.46650491362998,0,High Byte Transfer
33856,443,15413,443,8171028,105740,8065288,6637,149,745,5892,122,1,0.3092297809331928,15535.96934322163,10134.385811511933,3869.972761399011,2228.049929805286,8073904.049914545,83354.20309161936,7990549.846822926,6534.13396508576,83.1664225111396,703.6004699993896,5830.53349508637,0,High Byte Transfer
59983,443,26904,443,296863,14073,282790,351,127,130,221,123,1,0.1557187097388108,10591.03065677837,10134.385811511933,7621.027238600989,2228.049929805286,199739.04991454555,8312.796908380638,208051.8468229262,248.13396508575963,61.1664225111396,88.60046999938962,159.53349508637,0,High Byte Transfer
15503,63425,41497,63425,481,150,331,2,1200,1,1,124,1,0.17880350072232037,33888.96934322163,52847.61418848806,22214.02723860099,60753.95007019471,96642.95008545443,22235.79690838064,74407.1531770738,100.86603491424037,1134.1664225111397,40.39953000061039,60.46650491362998,2,Long Duration
53986,54070,39036,54070,70,70,0,1,5,1,0,126,1,0.04440918121387066,4594.03065677837,43492.61418848806,19753.02723860099,51398.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
52469,443,22069,443,29896,14149,15747,61,209,35,26,293,1,0.025360400694799667,3077.03065677837,10134.385811511933,2786.027238600989,2228.049929805286,67227.95008545443,8236.796908380638,58991.15317707379,41.86603491424037,143.16642251113961,6.39953000061039,35.46650491362998,0,High Byte Transfer
5886,80,5886,80,138678,5557,133121,152,16,58,94,296,1,0.12031667762149151,43505.96934322163,10497.385811511933,13396.97276139901,2591.049929805286,41554.04991454557,16828.79690838064,58382.84682292621,49.13396508575963,49.8335774888604,16.60046999938961,32.53349508637002,0,High Byte Transfer
52264,43015,38341,43015,70,70,0,2,7,2,0,299,1,0.00670166515043924,2872.03065677837,32437.614188488067,19058.02723860099,40343.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,100.86603491424037,58.8335774888604,39.39953000061039,61.46650491362998,2,Long Duration
49333,443,8337,443,50226,4284,45942,76,75,31,45,301,1,0.028424523019710712,58.96934322162997,10134.385811511933,10945.97276139901,2228.049929805286,46897.95008545443,18101.79690838064,28796.153177073793,26.866034914240373,9.1664225111396,10.39953000061039,16.466504913629983,0,High Byte Transfer
64099,55470,50878,55470,66,66,0,1,5,1,0,307,1,0.05200871889379172,14707.03065677837,44892.61418848806,31595.02723860099,52798.95007019471,97057.95008545443,22319.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
52240,52893,2825,52893,66,66,0,1,5,1,0,308,1,0.0009414279718777951,2848.03065677837,42315.61418848806,16457.97276139901,50221.95007019471,97057.95008545443,22319.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
53984,57077,2292,57077,70,70,0,1,5,1,0,313,1,0.031485319698265346,4592.03065677837,46499.61418848806,16990.97276139901,54405.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
55727,43736,19578,43736,70,70,0,1,5,1,0,320,1,0.011692633359135007,6335.03065677837,33158.61418848806,295.0272386009892,41064.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
51221,64767,41578,64767,330,330,0,6,1200,6,0,335,1,0.17858466862457295,1829.03065677837,54189.61418848806,22295.02723860099,62095.95007019471,96793.95008545443,22055.79690838064,74738.1531770738,96.86603491424037,1134.1664225111397,35.39953000061039,61.46650491362998,2,Long Duration
56717,80,40230,80,3894448,104279,3790169,4041,97,1411,2630,383,1,0.30437775737753764,7325.03065677837,10497.385811511933,20947.02723860099,2591.049929805286,3797324.0499145454,81893.20309161936,3715430.8468229263,3938.1339650857594,31.1664225111396,1369.6004699993896,2568.53349508637,0,High Byte Transfer
52272,37105,49502,37105,316,136,180,6,6,3,3,385,1,0.02329317530690128,2880.03065677837,26527.614188488067,30219.02723860099,34433.95007019471,96807.95008545443,22249.79690838064,74558.1531770738,96.86603491424037,59.8335774888604,38.39953000061039,58.46650491362998,2,Long Duration
52241,51717,19106,51717,70,70,0,1,4,1,0,388,1,0.032239168754808645,2849.03065677837,41139.61418848806,176.97276139901078,49045.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,61.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
49359,443,64650,443,63494,7222,56272,107,81,49,58,397,1,0.0644340744669138,32.96934322162997,10134.385811511933,45367.02723860099,2228.049929805286,33629.95008545443,15163.796908380638,18466.153177073793,4.133965085759627,15.1664225111396,7.60046999938961,3.466504913629983,0,High Byte Transfer
38717,443,31292,443,958865,18695,940170,908,16,266,642,403,1,0.21200529378434357,10674.96934322163,10134.385811511933,12009.02723860099,2228.049929805286,861741.0499145456,3690.7969083806383,865431.8468229262,805.1339650857597,49.8335774888604,224.60046999938962,580.5334950863701,0,High Byte Transfer
36138,443,58693,443,50384,5218,45166,76,99,26,50,436,1,0.05129904445584793,13253.96934322163,10134.385811511933,39410.02723860099,2228.049929805286,46739.95008545443,17167.79690838064,29572.153177073793,26.866034914240373,33.1664225111396,15.39953000061039,11.466504913629983,0,High Byte Transfer
50480,443,25461,443,57535,3735,53800,70,122,26,44,439,1,0.010632398249484198,1088.03065677837,10134.385811511933,6178.027238600989,2228.049929805286,39588.95008545443,18650.79690838064,20938.153177073793,32.86603491424037,56.1664225111396,15.39953000061039,17.466504913629983,0,High Byte Transfer
57138,443,59763,443,70379,4205,66174,101,403,51,50,440,1,0.07933560096254794,7746.03065677837,10134.385811511933,40480.02723860099,2228.049929805286,26744.95008545443,18180.79690838064,8564.153177073793,1.8660349142403732,337.1664225111396,9.60046999938961,11.466504913629983,0,High Byte Transfer
55724,45682,6518,45682,70,70,0,1,5,1,0,442,1,0.003380372195935566,6332.03065677837,35104.61418848806,12764.97276139901,43010.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
50056,27018,7128,27018,468,390,78,5,30,4,1,446,1,0.0003474712649641498,664.03065677837,16440.614188488067,12154.97276139901,24346.950070194714,96655.95008545443,21995.79690838064,74660.1531770738,97.86603491424037,35.8335774888604,37.39953000061039,60.46650491362998,0,High Byte Transfer
55999,443,53262,443,45632,2078,43554,58,120,22,36,448,1,0.005956538338230011,6607.03065677837,10134.385811511933,33979.02723860099,2228.049929805286,51491.95008545443,20307.79690838064,31184.153177073793,44.86603491424037,54.1664225111396,19.39953000061039,25.466504913629983,0,High Byte Transfer
43088,5228,50878,5228,4708,1753,2955,27,4133,12,15,449,1,0.06339834223869695,6303.96934322163,5349.385811511933,31595.02723860099,2556.950070194714,92415.95008545443,20632.79690838064,71783.1531770738,75.86603491424037,4067.1664225111394,29.39953000061039,46.46650491362998,0,High Byte Transfer
37647,443,55661,443,697381,19797,677584,725,106,247,478,450,1,0.2153374365749155,11744.96934322163,10134.385811511933,36378.02723860099,2228.049929805286,600257.0499145456,2588.7969083806383,602845.8468229262,622.1339650857597,40.1664225111396,205.60046999938962,416.53349508637,0,High Byte Transfer
58424,443,8670,443,81295,4140,77155,114,117,42,72,451,1,0.05365951323550705,9032.03065677837,10134.385811511933,10612.97276139901,2228.049929805286,15828.950085454431,18245.79690838064,2416.846822926207,11.133965085759627,51.1664225111396,0.6004699993896097,10.533495086370017,0,High Byte Transfer
65524,443,51488,443,282968,9210,273758,296,15,106,190,454,1,0.1755211819177574,16132.03065677837,10134.385811511933,32205.02723860099,2228.049929805286,185844.04991454555,13175.796908380638,199019.8468229262,193.13396508575963,50.8335774888604,64.60046999938962,128.53349508637,0,High Byte Transfer
51221,51413,17316,51413,460,150,310,2,1200,1,1,458,1,0.12354318572022754,1829.03065677837,40835.61418848806,1966.9727613990108,48741.95007019471,96663.95008545443,22235.79690838064,74428.1531770738,100.86603491424037,1134.1664225111397,40.39953000061039,60.46650491362998,2,Long Duration
65525,443,9387,443,92247,4799,87448,107,15,43,64,459,1,0.07937664154787422,16133.03065677837,10134.385811511933,9895.97276139901,2228.049929805286,4876.950085454431,17586.79690838064,12709.846822926207,4.133965085759627,50.8335774888604,1.6004699993896097,2.533495086370017,0,High Byte Transfer
52080,80,40918,80,27100,21684,5416,39,38,25,14,460,1,0.020014634444369517,2688.03065677837,10497.385811511933,21635.02723860099,2591.049929805286,70023.95008545443,701.7969083806383,69322.1531770738,63.86603491424037,27.8335774888604,16.39953000061039,47.46650491362998,0,High Byte Transfer
10151,11888,57602,11888,491,150,341,2,1200,1,1,462,1,0.07060353729242458,39240.96934322163,1310.6141884880672,38319.02723860099,9216.950070194714,96632.95008545443,22235.79690838064,74397.1531770738,100.86603491424037,1134.1664225111397,40.39953000061039,60.46650491362998,0,High Byte Transfer
64093,64828,53558,64828,70,70,0,1,4,1,0,467,1,0.09783998376338093,14701.03065677837,54250.61418848806,34275.02723860099,62156.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,61.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
54401,443,33851,443,11527127,373718,11153409,12286,144,4090,8196,482,1,0.32672268255898235,5009.03065677837,10134.385811511933,14568.02723860099,2228.049929805286,11430003.049914546,351332.20309161936,11078670.846822927,12183.133965085759,78.1664225111396,4048.6004699993896,8134.53349508637,0,High Byte Transfer
52486,443,26318,443,57366,41661,15705,111,440,66,45,493,1,0.10631915828041044,3094.03065677837,10134.385811511933,7035.027238600989,2228.049929805286,39757.95008545443,19275.20309161936,59033.15317707379,8.133965085759627,374.1664225111396,24.60046999938961,16.466504913629983,0,High Byte Transfer
52238,48996,43886,48996,70,70,0,1,5,1,0,494,1,0.023467472796902256,2846.03065677837,38418.61418848806,24603.02723860099,46324.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
52013,80,47338,80,27271,12050,15221,45,38,24,21,502,1,0.0025200753185828373,2621.03065677837,10497.385811511933,28055.02723860099,2591.049929805286,69852.95008545443,10335.796908380638,59517.15317707379,57.86603491424037,27.8335774888604,17.39953000061039,40.46650491362998,0,High Byte Transfer
52267,55982,31620,55982,70,70,0,2,6,2,0,505,1,0.053574935142449764,2875.03065677837,45404.61418848806,12337.02723860099,53310.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,100.86603491424037,59.8335774888604,39.39953000061039,61.46650491362998,2,Long Duration
39311,443,39728,443,12825,8114,4711,63,269,25,38,516,1,0.00033945518936340235,10080.96934322163,10134.385811511933,20445.02723860099,2228.049929805286,84298.95008545443,14271.796908380638,70027.1531770738,39.86603491424037,203.16642251113961,16.39953000061039,23.466504913629983,0,High Byte Transfer
44323,5228,8392,5228,7292,4509,2783,50,6392,25,25,518,1,0.11789171096989831,5068.96934322163,5349.385811511933,10890.97276139901,2556.950070194714,89831.95008545443,17876.79690838064,71955.1531770738,52.86603491424037,6326.16642251114,16.39953000061039,36.46650491362998,0,High Byte Transfer
6881,6881,13981,6881,150,150,0,1,1200,1,0,523,1,0.03320641643185546,42510.96934322163,3696.385811511933,5301.972761399011,4209.9500701947145,96973.95008545443,22235.79690838064,74738.1531770738,101.86603491424037,1134.1664225111397,40.39953000061039,61.46650491362998,0,High Byte Transfer
57470,13613,53702,13613,1577,594,983,20,1638,10,10,529,1,0.062175781118754714,8078.03065677837,3035.614188488067,34419.02723860099,10941.950070194714,95546.95008545443,21791.79690838064,73755.1531770738,82.86603491424037,1572.1664225111397,31.39953000061039,51.46650491362998,0,High Byte Transfer
28007,443,40494,443,31586,15587,15999,213,884,105,108,536,1,0.15478916264076242,21384.96934322163,10134.385811511933,21211.02723860099,2228.049929805286,65537.95008545443,6798.796908380638,58739.15317707379,110.13396508575963,818.1664225111396,63.60046999938961,46.53349508637002,0,High Byte Transfer
53895,443,16317,443,375374,160846,214528,633,1412,294,339,540,1,0.251049939881358,4503.03065677837,10134.385811511933,2965.972761399011,2228.049929805286,278250.04991454555,138460.20309161936,139789.8468229262,530.1339650857597,1346.1664225111397,252.60046999938962,277.53349508637,0,High Byte Transfer
52234,64624,43132,64624,136,136,0,3,14,3,0,686,1,0.10892963973643816,2842.03065677837,54046.61418848806,23849.02723860099,61952.95007019471,96987.95008545443,22249.79690838064,74738.1531770738,99.86603491424037,51.8335774888604,38.39953000061039,61.46650491362998,2,Long Duration
57575,443,57575,443,206737,25710,181027,212,180,75,137,687,1,0.14569458906617255,8183.03065677837,10134.385811511933,38292.02723860099,2228.049929805286,109613.04991454557,3324.2030916193617,106288.8468229262,109.13396508575963,114.1664225111396,33.60046999938961,75.53349508637001,0,High Byte Transfer
57573,443,57573,443,775362,32338,743024,683,180,169,514,688,1,0.2135707308408949,8181.03065677837,10134.385811511933,38290.02723860099,2228.049929805286,678238.0499145456,9952.203091619362,668285.8468229262,580.1339650857597,114.1664225111396,127.60046999938962,452.53349508637,0,High Byte Transfer
57570,443,57570,443,175212,28668,146544,186,180,69,117,696,1,0.13792859717886313,8178.03065677837,10134.385811511933,38287.02723860099,2228.049929805286,78088.04991454557,6282.203091619362,71805.8468229262,83.13396508575963,114.1664225111396,27.60046999938961,55.53349508637002,0,High Byte Transfer
52224,37178,41727,37178,136,136,0,3,14,3,0,697,1,0.0048241548198192374,2832.03065677837,26600.614188488067,22444.02723860099,34506.95007019471,96987.95008545443,22249.79690838064,74738.1531770738,99.86603491424037,51.8335774888604,38.39953000061039,61.46650491362998,2,Long Duration
53527,443,25088,443,127391,26326,101065,179,172,76,103,701,1,0.11713025943292449,4135.03065677837,10134.385811511933,5805.027238600989,2228.049929805286,30267.04991454557,3940.2030916193617,26326.846822926207,76.13396508575963,106.1664225111396,34.60046999938961,41.53349508637002,0,High Byte Transfer
49241,443,49241,443,31778,6075,25703,54,49,28,26,706,1,0.001640603054443468,150.96934322162997,10134.385811511933,29958.02723860099,2228.049929805286,65345.95008545443,16310.796908380638,49035.15317707379,48.86603491424037,16.8335774888604,13.39953000061039,35.46650491362998,0,High Byte Transfer
60443,443,1656,443,10961,4286,6675,53,320,21,32,707,1,0.007149362141447957,11051.03065677837,10134.385811511933,17626.97276139901,2228.049929805286,86162.95008545443,18099.79690838064,68063.1531770738,49.86603491424037,254.16642251113961,20.39953000061039,29.466504913629983,0,High Byte Transfer
52235,48910,47820,48910,136,136,0,3,14,3,0,708,1,0.046169679078772174,2843.03065677837,38332.61418848806,28537.02723860099,46238.95007019471,96987.95008545443,22249.79690838064,74738.1531770738,99.86603491424037,51.8335774888604,38.39953000061039,61.46650491362998,2,Long Duration
56597,443,50431,443,10135129,248530,9886599,9808,64,3124,6684,711,1,0.3328238731411986,7205.03065677837,10134.385811511933,31148.02723860099,2228.049929805286,10038005.049914546,226144.20309161936,9811860.846822927,9705.133965085759,1.8335774888603993,3082.6004699993896,6622.53349508637,0,High Byte Transfer
64114,64126,30827,64126,66,66,0,2,8,2,0,714,1,0.1036192860496788,14722.03065677837,53548.61418848806,11544.02723860099,61454.95007019471,97057.95008545443,22319.79690838064,74738.1531770738,100.86603491424037,57.8335774888604,39.39953000061039,61.46650491362998,2,Long Duration
53527,5228,55667,5228,9674,1776,7898,29,3764,11,18,720,1,0.07928921913145842,4135.03065677837,5349.385811511933,36384.02723860099,2556.950070194714,87449.95008545443,20609.79690838064,66840.1531770738,73.86603491424037,3698.1664225111394,30.39953000061039,43.46650491362998,0,High Byte Transfer
51152,443,11725,443,44048,4441,39607,97,317,43,54,721,1,0.06345004083471567,1760.03065677837,10134.385811511933,7557.972761399011,2228.049929805286,53075.95008545443,17944.79690838064,35131.15317707379,5.866034914240373,251.16642251113961,1.6004699993896097,7.466504913629983,0,High Byte Transfer
52230,47803,46448,47803,136,136,0,3,14,3,0,723,1,0.04653257576604247,2838.03065677837,37225.61418848806,27165.02723860099,45131.95007019471,96987.95008545443,22249.79690838064,74738.1531770738,99.86603491424037,51.8335774888604,38.39953000061039,61.46650491362998,2,Long Duration
52260,52142,32000,52142,70,70,0,2,8,2,0,726,1,0.03900171079340581,2868.03065677837,41564.61418848806,12717.02723860099,49470.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,100.86603491424037,57.8335774888604,39.39953000061039,61.46650491362998,2,Long Duration
42625,443,18977,443,218298,5904,212394,220,120,63,157,730,1,0.11183931172410772,6766.96934322163,10134.385811511933,305.9727613990108,2228.049929805286,121174.04991454557,16481.79690838064,137655.8468229262,117.13396508575963,54.1664225111396,21.60046999938961,95.53349508637001,0,High Byte Transfer
44847,18659,47289,18659,150,150,0,1,1200,1,0,732,1,0.03990656813293464,4544.96934322163,8081.614188488067,28006.02723860099,15987.950070194714,96973.95008545443,22235.79690838064,74738.1531770738,101.86603491424037,1134.1664225111397,40.39953000061039,61.46650491362998,0,High Byte Transfer
52102,443,62995,443,343074,14649,328425,390,41,159,231,789,1,0.18078763044638363,2710.03065677837,10134.385811511933,43712.02723860099,2228.049929805286,245950.04991454555,7736.796908380638,253686.8468229262,287.13396508575966,24.8335774888604,117.60046999938962,169.53349508637,0,High Byte Transfer
57470,21158,39017,21158,2182,798,1384,19,1199,10,9,799,1,0.07760284002747736,8078.03065677837,10580.614188488067,19734.02723860099,18486.950070194714,94941.95008545443,21587.79690838064,73354.1531770738,83.86603491424037,1133.1664225111397,31.39953000061039,52.46650491362998,0,High Byte Transfer
52228,49974,17167,49974,230,136,94,4,14,3,1,813,1,0.05826860962607511,2836.03065677837,39396.61418848806,2115.972761399011,47302.95007019471,96893.95008545443,22249.79690838064,74644.1531770738,98.86603491424037,51.8335774888604,38.39953000061039,60.46650491362998,2,Long Duration
52258,58792,14441,58792,316,136,180,6,8,3,3,821,1,0.1020200388118942,2866.03065677837,48214.61418848806,4841.972761399011,56120.95007019471,96807.95008545443,22249.79690838064,74558.1531770738,96.86603491424037,57.8335774888604,38.39953000061039,58.46650491362998,2,Long Duration
52256,41337,31273,41337,316,136,180,6,8,3,3,824,1,0.01692605938044961,2864.03065677837,30759.614188488067,11990.02723860099,38665.95007019471,96807.95008545443,22249.79690838064,74558.1531770738,96.86603491424037,57.8335774888604,38.39953000061039,58.46650491362998,2,Long Duration
51817,443,24496,443,2811130,115323,2695807,3382,206,1445,1937,826,1,0.2947618980747225,2425.03065677837,10134.385811511933,5213.027238600989,2228.049929805286,2714006.0499145454,92937.20309161936,2621068.8468229263,3279.1339650857594,140.16642251113961,1403.6004699993896,1875.53349508637,0,High Byte Transfer
52220,65128,1362,65128,70,70,0,1,5,1,0,829,1,0.05970986664844519,2828.03065677837,54550.61418848806,17920.97276139901,62456.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
51221,49857,1668,49857,791,266,525,8,1200,4,4,836,1,0.1470188839450462,1829.03065677837,39279.61418848806,17614.97276139901,47185.95007019471,96332.95008545443,22119.79690838064,74213.1531770738,94.86603491424037,1134.1664225111397,37.39953000061039,57.46650491362998,2,Long Duration
52101,80,34628,80,55117,3792,51325,69,36,29,40,838,1,0.017498421836588063,2709.03065677837,10497.385811511933,15345.02723860099,2591.049929805286,42006.95008545443,18593.79690838064,23413.153177073793,33.86603491424037,29.8335774888604,12.39953000061039,21.466504913629983,0,High Byte Transfer
50265,17555,24395,17555,1488,930,558,21,1200,12,9,850,1,0.058432597116687635,873.03065677837,6977.614188488067,5112.027238600989,14883.950070194714,95635.95008545443,21455.79690838064,74180.1531770738,81.86603491424037,1134.1664225111397,29.39953000061039,52.46650491362998,0,High Byte Transfer
53973,50546,28275,50546,2069,1081,988,12,16,7,5,851,1,0.10623120346058684,4581.03065677837,39968.61418848806,8992.02723860099,47874.95007019471,95054.95008545443,21304.79690838064,73750.1531770738,90.86603491424037,49.8335774888604,34.39953000061039,56.46650491362998,2,Long Duration
64110,51617,13818,51617,66,66,0,2,7,2,0,855,1,0.047212572136314745,14718.03065677837,41039.61418848806,5464.972761399011,48945.95007019471,97057.95008545443,22319.79690838064,74738.1531770738,100.86603491424037,58.8335774888604,39.39953000061039,61.46650491362998,2,Long Duration
52233,42673,65112,42673,136,136,0,3,14,3,0,856,1,0.035805303113258746,2841.03065677837,32095.614188488067,45829.02723860099,40001.95007019471,96987.95008545443,22249.79690838064,74738.1531770738,99.86603491424037,51.8335774888604,38.39953000061039,61.46650491362998,2,Long Duration
38716,443,32682,443,90273,3481,86792,96,15,31,65,865,1,0.03799041001996567,10675.96934322163,10134.385811511933,13399.02723860099,2228.049929805286,6850.950085454431,18904.79690838064,12053.846822926207,6.866034914240373,50.8335774888604,10.39953000061039,3.533495086370017,0,High Byte Transfer
52226,48784,61623,48784,70,70,0,1,5,1,0,866,1,0.033545791947588166,2834.03065677837,38206.61418848806,42340.02723860099,46112.95007019471,97053.95008545443,22315.79690838064,74738.1531770738,101.86603491424037,60.8335774888604,40.39953000061039,61.46650491362998,2,Long Duration
64081,59517,43134,59517,504,382,122,8,16,6,2,868,1,0.13782258422781896,14689.03065677837,48939.61418848806,23851.02723860099,56845.95007019471,96619.95008545443,22003.79690838064,74616.1531770738,94.86603491424037,49.8335774888604,35.39953000061039,59.46650491362998,2,Long Duration
57470,8999,23972,8999,1577,594,983,20,1616,10,10,889,1,0.03944439659172011,8078.03065677837,1578.3858115119328,4689.027238600989,6327.9500701947145,95546.95008545443,21791.79690838064,73755.1531770738,82.86603491424037,1550.1664225111397,31.39953000061039,51.46650491362998,0,High Byte Transfer
60809,40010,63910,40010,316,136,180,6,6,3,3,895,1,0.04553979786849721,11417.03065677837,29432.614188488067,44627.02723860099,37338.95007019471,96807.95008545443,22249.79690838064,74558.1531770738,96.86603491424037,59.8335774888604,38.39953000061039,58.46650491362998,2,Long Duration
